Date,"Report slug","GTmetrix Grade","Performance Score (%)","Structure Score (%)","First Contentful Paint (ms)","Largest Contentful Paint (ms)","Total Blocking Time (ms)","Cumulative Layout Shift","Time to Interactive (ms)","Speed Index (ms)","Time to First Byte (ms)","Redirect duration (ms)","Connection duration (ms)","Backend duration (ms)","Onload (ms)","Fully loaded (ms)","Total Size (bytes)","Total Requests","YSlow Grade (%)","PageSpeed Grade (%)","HTML Size (bytes)","First Paint (ms)","DOM interactive (ms)","DOM content loaded (ms)","DOM content loaded duration (ms)","Onload duration (ms)"
"2025-01-21 05:13:17",HSBDYTRS,98,100,94,258,352,0,0.00592696,258,335,95,0,68,27,302,470,413400,36,,,11670,258,128,128,0,0
